,ID,Name,Birthdate,Birthplace,Country_of_birth,Latitude,Longitude
311,4160258,"Demchenko, Anton",8/20/1987,Novorossiysk,Russia,44.7167,37.7667
312,4197143,"Demidov, Mikhail",6/17/1992,Odintsovo,Russia,55.6733,37.2733
313,642274,"Demuth, Adrien",4/14/1991,Saint-Denis,France,48.9356,2.3539
314,4700236,"Dervishi, Erald",11/10/1979,Durres,Albania,41.3167,19.45
315,4121260,"Deviatkin, Andrei",10/7/1980,Moscow,Russia,55.7558,37.6178
316,203882,"Dgebuadze, Alexandre",5/21/1971,NA,NA,NA,NA
317,2108356,"Diamant, Andre",2/9/1990,Fortaleza,Brazil,-3.7275,-38.5275
318,1612468,"Diermair, Andreas",9/29/1986,Deutschlandsberg,Austria,46.8159,15.2134
319,2908549,"Dimitrov, Radoslav",3/27/1993,Veliko Tarnovo,Bulgaria,43.0822,25.6317
320,2900050,"Dimitrov, Vladimir",4/11/1968,Sofia,Bulgaria,42.6979,23.3217
321,8603677,"Ding, Liren",10/24/1992,Wenzhou,China,27.9991,120.6561
322,14500124,"Dizdar, Goran",12/4/1958,Zagreb,Croatia,45.8,15.95
323,14400049,"Dizdarevic, Emir",4/2/1958,Zenica,Bosnia and Herzegovina,44.2039,17.9078
324,922412,"Djukic, Nikola",1/26/1983,Podgorica,Montenegro,42.4304,19.2594
325,1500082,"Djurhuus, Rune",1/25/1970,Elverum,Norway,60.8833,11.5667
326,900133,"Djuric, Stefan",7/26/1955,Belgrade,Serbia,44.8167,20.4667
327,2000075,"Dlugy, Maxim",1/29/1966,Moscow,Russia,55.7558,37.6178
328,4136594,"Dobrov, Vladimir",4/13/1984,Moscow,Russia,55.7558,37.6178
329,4627253,"Doettling, Fabian",8/4/1980,Heilbronn,Germany,49.1404,9.218
330,4100476,"Dokhoian, Yury",10/26/1964,Zyryanka,Russia,65.7674,150.8412
331,4100093,"Dolmatov, Sergey",2/20/1959,Kiselyovsk,Russia,54.0055,86.6498
332,3503240,"Domínguez Pérez, Leinier",9/23/1983,Havana,Cuba,23.1367,-82.3589
333,24103608,"Domogaev, Sergey",11/7/1964,Kireyevsk,Russia,53.9333,37.9333
334,24603295,"Donchenko, Alexander",3/22/1998,Moscow,Russia,55.7558,37.6178
335,2900025,"Donchev, Dimitar I.",7/21/1958,Shumen,Bulgaria,43.27,26.9244
336,604011,"Dorfman, Iossif",5/1/1952,Zhytomyr,Ukraine,50.2544,28.6578
337,628050,"Dourerassou, Jonathan",4/10/1989,Sarcelles,France,48.9956,2.3808
338,1634852,"Dragnev, Valentin",3/5/1999,Vienna,Austria,48.2083,16.3731
339,1134167,"Dragun, Kamil",6/25/1995,Gorzow Wielkopolski,Poland,52.7333,15.25
340,900397,"Drasko, Milan",12/6/1962,Capljina,Bosnia and Herzegovina,43.11,17.7
341,901172,"Drazic, Sinisa",12/16/1967,Zabalj,Serbia,45.373,20.0634
342,4100107,"Dreev, Aleksey",1/30/1969,Stavropol,Russia,45.05,41.9833
343,2903261,"Drenchev, Petar",4/25/1977,Kazanlak,Bulgaria,42.6167,25.4
344,14107180,"Drozdovskij, Yuri",5/22/1984,Odesa,Ukraine,46.4775,30.7326
345,24126055,"Dubov, Daniil",4/18/1996,Moscow,Russia,55.7558,37.6178
346,1170546,"Duda, Jan-Krzysztof",4/26/1998,Krakow,Poland,50.0614,19.9372
347,13402935,"Durarbayli, Vasif",2/24/1992,Sumqayit,Azerbaijan,40.5917,49.6397
348,817570,"Dvirnyy, Danyyil",10/21/1990,Saint Petersburg,Russia,59.95,30.3167
349,4100379,"Dvoirys, Semen I.",11/2/1958,Zhmerynka,Ukraine,49.0425,28.0992
350,4119800,"Dyachkov, Sergej",11/6/1976,Saratov,Russia,51.5333,46
351,13500031,"Dydyshko, Viacheslav",4/10/1949,Minsk,Belarus,53.9022,27.5618
352,13601903,"Dzagnidze, Nana",1/1/1987,Kutaisi,Georgia,42.25,42.7
353,4136209,"Dzhakaev, Dzhakay",4/5/1980,Makhachkala,Russia,42.9833,47.4833
354,14200236,"Dzhumaev, Marat",1/12/1976,NA,NA,NA,NA
355,2000113,"Dzindzichashvili, Roman",5/5/1944,Tbilisi,Georgia,41.7225,44.7925
356,1112953,"Dziuba, Marcin",7/17/1983,Zamosc,Poland,50.7206,23.2586
357,633429,"Edouard, Romain",11/28/1990,Poitiers,France,46.58,0.34
358,14107201,"Efimenko, Zahar",7/3/1985,Makiivka,Ukraine,48.0556,37.9611
359,806404,"Efimov, Igor",9/16/1960,Tbilisi,Georgia,41.7225,44.7925
360,4500016,"Ehlvest, Jaan",10/14/1962,Tallinn,Estonia,59.4372,24.745
361,14100053,"Eingorn, Vereslav S",11/23/1956,Odesa,Ukraine,46.4775,30.7326
362,2106981,"El Debs, Felipe de Cresce",1/29/1985,Sao Carlos,Brazil,-22.0178,-47.8908
363,10600140,"El Gindy, Essam",7/14/1966,Cairo,Egypt,30.0561,31.2394
364,14102951,"Eljanov, Pavel",5/10/1983,Kharkiv,Ukraine,50,36.2292
365,400254,"Emms, John M",3/14/1967,NA,NA,NA,NA
366,2907712,"Enchev, Ivajlo",9/5/1989,Razgrad,Bulgaria,43.5267,26.5242
367,4611314,"Enders, Peter",2/2/1963,NA,NA,NA,NA
368,12961523,"Engel, Luis",10/14/2002,Hamburg,Germany,53.55,10
369,4162714,"Epishin, Vladimir",7/11/1965,Saint Petersburg,Russia,59.95,30.3167
370,6301495,"Erdogdu, Mert",3/30/1979,Adana,Turkey,37,35.325
371,719978,"Erdos, Viktor",9/2/1987,Bekescsaba,Hungary,46.6833,21.0833
372,2805642,"Erenburg, Sergey",1/27/1983,NA,NA,NA,NA
373,35009192,Erigaisi Arjun,9/3/2003,Karimnagar,India,18.4333,79.15
374,2900106,"Ermenkov, Evgenij",9/29/1949,Sofia,Bulgaria,42.6979,23.3217
375,1004689,"Ernst, Sipke",1/8/1979,Damwald,Netherlands,53.2896,5.9928
376,1700065,"Ernst, Thomas",8/17/1960,Uppsala,Sweden,59.8498,17.6389
377,14109328,"Eryomenko, Volodymyr",5/5/1987,Odesa,Ukraine,46.4775,30.7326
378,4400801,"Escobar Forero, Alder",3/11/1977,Colombia,Colombia,4.570868,-74.297333
379,6302114,"Esen, Baris",11/3/1986,Antalya,Turkey,36.9081,30.6956
380,24175439,"Esipenko, Andrey",3/22/2002,Novocherkassk,Russia,47.4222,40.0939
381,4611276,"Espig, Lutz",1/5/1949,Greiz,Germany,50.6547,12.1997
382,3507424,"Espinosa Veloz, Ermes",7/30/1987,Villa Clara Province,Cuba,22.4937,-79.9193
383,4139275,"Evdokimov, Alexander A.",10/28/1985,Astrakhan,Russia,46.3333,48.0167
384,8605840,"Fang, Yuxiang",2/29/1996,Shanxi,China,37.2426,111.8569
385,700134,"Farago, Ivan",4/1/1946,Budapest,Hungary,47.4983,19.0408
386,615935,"Fargere, Francois",9/1/1985,Saint-Remy,France,46.7633,4.8375
387,10613129,"Fawzy, Adham",1/3/2000,Alexandria,Egypt,31.2,29.9167
388,14102536,"Fedorchuk, Sergey A.",3/14/1981,NA,NA,NA,NA
389,13500465,"Fedorov, Alexei",9/27/1972,Mogilev,Belarus,53.8981,30.3325
390,2000083,"Fedorowicz, John",9/27/1958,New York City,United States,40.6943,-73.9249
391,24130737,"Fedoseev, Vladimir",2/16/1995,Saint Petersburg,Russia,59.95,30.3167
392,107069,"Felgaer, Ruben",4/4/1981,Buenos Aires,Argentina,-34.5997,-58.3819
393,634654,"Feller, Sebastien",3/11/1991,Thionville,France,49.3589,6.1692
394,14500299,"Fercec, Nenad",4/12/1961,Pula,Croatia,44.8667,13.8333
395,1900021,"Fernandes, Antonio",10/18/1962,Pampilhosa da Serra,Portugal,40.046,-7.952
396,2200023,"Fernandez Garcia, Jose Luis",5/3/1954,Portugalete,Spain,43.3194,-3.0194
397,2214679,"Fernandez Romero, Ernesto",1/23/1983,Malaga,Spain,36.7194,-4.42
398,5801605,"Fernandez, Daniel Howard",3/5/1995,Stockport,United Kingdom,53.4083,-2.1494
399,1910850,"Ferreira, Jorge Viterbo",6/24/1994,Porto,Portugal,41.1495,-8.6108
400,14103109,"Feygin, Michael",1/2/1975,Kharkiv,Ukraine,50,36.2292
401,2107139,"Fier, Alexandr",3/11/1988,Joinville,Brazil,-26.3044,-48.8464
402,14200988,"Filippov, Anton",6/12/1986,Tashkent,Uzbekistan,41.3,69.2667
403,4117654,"Filippov, Valerij",11/28/1975,NA,NA,NA,NA
404,2000261,"Finegold, Benjamin",9/6/1969,Detroit,United States,42.3834,-83.1024
405,2801957,"Finkel, Alexander",1/1/1975,Kamianets-Podilskyi,Ukraine,48.6806,26.5806
406,6305881,"Firat, Burak",1/1/1993,NA,NA,NA,NA
407,14104490,"Firman, Nazar",3/22/1983,Lviv,Ukraine,49.8419,24.0315
408,12573981,"Firouzja, Alireza",6/18/2003,Babol,Iran,36.55,52.6833
409,14102803,"Fish, Gennadij",4/20/1973,Simferopol,Ukraine,44.9484,34.1
410,2000377,"Fishbein, Alexander",5/8/1968,NA,NA,NA,NA
411,400165,"Flear, Glenn C",2/12/1959,Leicester,United Kingdom,52.6333,-1.1333
412,621650,"Flom, Gabriel",1/27/1986,Paris,France,48.8566,2.3522
413,3408027,"Flores Rios, Mauricio",9/10/1990,Valparaiso,Chile,-33.0458,-71.6197
414,108049,"Flores, Diego",12/18/1982,Las Palmas,Spain,28.1272,-15.4314
415,717274,"Flumbort, Andras Dr.",8/17/1984,Nagykanizsa,Hungary,46.4558,16.9975
416,723762,"Fodor, Tamas Jr.",6/2/1991,Kalocsa,Hungary,46.5333,18.9856
417,700363,"Fogarasi, Tibor",11/21/1969,Szolnok,Hungary,47.1747,20.1764
418,4100590,"Fominyh, Alexander",6/15/1959,Novosibirsk,Russia,55.0333,82.9167
419,605590,"Fontaine, Robert",11/18/1980,NA,NA,NA,NA
420,2288230,"Forcen Esteban, Daniel",6/12/1994,Zaragoza,Spain,41.6483,-0.883
421,2209381,"Franco Ocampos, Zenon",5/12/1956,Asuncion,Paraguay,-25.3,-57.6333
422,608742,"Fressinet, Laurent",11/30/1981,Dax,France,43.71,-1.05
423,11600454,"Fridman, Daniel",2/15/1976,Riga,Latvia,56.9475,24.1069
424,2017199,"Friedel, Joshua",12/3/1986,Goffstown,United States,43.019,-71.5681
425,4151976,"Frolyanov, Dmitry",5/20/1986,Tolyatti,Russia,53.5167,49.4167
426,14900017,"Ftacnik, Lubomir",10/30/1957,Bratislava,Slovakia,48.1447,17.1128
427,4600967,"Gabriel, Christian",3/3/1975,Resita,Romania,45.305,21.8821
428,4131002,"Gabrielian, Artur",12/26/1982,Hrazdan,Armenia,40.5,44.7667
429,13303732,"Gabuzyan, Hovhannes",5/19/1995,Yerevan,Armenia,40.1814,44.5144
430,5037883,"Gagare, Shardul",9/2/1997,Sangamner,India,19.5761,74.207
431,13601652,"Gagunashvili, Merab",1/3/1985,Tbilisi,Georgia,41.7225,44.7925
432,1116207,"Gajewski, Grzegorz",7/19/1985,Skierniewice,Poland,51.9528,20.1417
433,13300067,"Galdunts, Sergey",1/17/1965,Baku,Azerbaijan,40.3667,49.8352
434,1900072,"Galego, Luis",4/25/1966,NA,NA,NA,NA
435,4120426,"Galkin, Alexander",2/1/1979,Rostov-on-Don,Russia,47.2357,39.7015
436,1303422,"Gallagher, Joseph G.",5/4/1964,London,United Kingdom,51.5072,-0.1275
437,4402669,"Gallego Alcaraz, Andres Felipe",12/10/1989,Medellin,Colombia,6.2447,-75.5748
438,5002150,"Ganguly, Surya Shekhar",2/24/1983,Kolkata,India,22.5411,88.3378
439,8602387,"Gao, Rui",5/20/1992,Qingdao,China,36.1167,120.4
440,13600125,"Gaprindashvili, Nona",5/3/1941,Zugdidi,Georgia,42.5083,41.8667
441,13601091,"Gaprindashvili, Valeriane",1/16/1982,NA,NA,NA,NA
442,3500179,"Garcia Martinez, Silvino",7/4/1944,Havana,Cuba,23.1367,-82.3589
443,110124,"Garcia Palermo, Carlos",12/2/1953,La Plata,Argentina,-34.9333,-57.95
444,3509265,"Garcia Pantoja, Roberto",10/31/1992,Havana,Cuba,23.1367,-82.3589
445,14200937,"Gareyev, Timur",3/3/1988,Tashkent,Uzbekistan,41.3,69.2667
446,14104466,"Gasanov, Eldar",9/26/1982,Kharkiv,Ukraine,50,36.2292
447,3902463,"Gascon Del Nogal, Jose Rafael",5/23/1995,Caracas,Venezuela,10.5,-66.9333
448,1500031,"Gausel, Einar J",11/30/1963,NA,NA,NA,NA
449,4104358,"Gavrilov, Alexei",10/20/1960,Moscow,Russia,55.7558,37.6178
450,4127854,"Gazarian, Aram",4/11/1983,NA,NA,NA,NA
451,1100106,"Gdanski, Jacek",11/30/1970,Szczecinek,Poland,53.7101,16.6994
452,13600702,"Gelashvili, Tamaz",4/8/1978,NA,NA,NA,NA
453,2805677,"Gelfand, Boris",6/24/1968,Minsk,Belarus,53.9022,27.5618
454,4151984,"Geller, Jakov",8/11/1986,NA,NA,NA,NA
455,2900211,"Genov, Petar",4/5/1970,Plovdiv,Bulgaria,42.1433,24.7489
456,1213300,"Georgescu, Tiberiu-Marian",2/8/1991,Bucharest,Romania,44.4,26.0833
457,1300113,"Georgiadis, Nico",1/22/1996,Bulach,Switzerland,47.5189,8.5422
458,2900017,"Georgiev, Kiril",11/28/1965,Petrich,Bulgaria,41.3981,23.2069
459,2900092,"Georgiev, Krum",5/24/1958,Pazardzhik,Bulgaria,42.1892,24.3317
460,2903024,"Georgiev, Vladimir",8/27/1975,Dobrich,Bulgaria,43.5667,27.8333
461,2802430,"Gershon, Alik",6/3/1980,Dnipro,Ukraine,48.4647,35.0462
462,12500739,"Ghaem Maghami, Ehsan",8/11/1982,Tehran,Iran,35.7,51.4167
463,12500313,"Ghane, Shojaat",3/30/1975,Ardabil,Iran,38.25,48.3
464,13301527,"Gharamian, Tigran",7/24/1984,Yerevan,Armenia,40.1814,44.5144
465,1200011,"Gheorghiu, Florin",4/6/1944,Bucharest,Romania,44.4,26.0833
466,12513342,"Gholami, Aryan",7/26/2001,Sari,Iran,36.5633,53.0601
467,5045207,"Ghosh, Diptayan",8/10/1998,Kolkata,India,22.5411,88.3378
468,101613,"Giaccio, Alfredo",7/15/1970,Buenos Aires,Argentina,-34.5997,-58.3819
469,4630629,"Ginsburg, Gennadi",8/11/1971,Alchevs'k,Ukraine,48.4713,38.8134
470,13600044,"Giorgadze, Giorgi",10/10/1964,NA,NA,NA,NA
471,13600028,"Giorgadze, Tamaz",11/9/1947,Tbilisi,Georgia,41.7225,44.7925
472,24116068,"Giri, Anish",6/28/1994,Saint Petersburg,Russia,59.95,30.3167
473,5038448,"Girish, A. Koushik",8/31/1997,Sringeri,India,13.4198,75.2567
474,4195752,"Girya, Olga",6/4/1991,NA,NA,NA,NA
475,712779,"Gledura, Benjamin",7/4/1999,Eger,Hungary,47.8989,20.3747
476,4101332,"Gleizerov, Evgeny",3/20/1963,Chelyabinsk,Russia,55.15,61.4
477,4100484,"Glek, Igor",11/7/1961,Moscow,Russia,55.7558,37.6178
478,1407767,"Glud, Jakob Vang",4/6/1988,Aarhus,Denmark,56.1572,10.2107
479,800090,"Godena, Michele",6/30/1967,Valdobbiadene,Italy,45.9,11.9167
480,24109959,"Goganov, Aleksey",7/26/1991,NA,NA,NA,NA
481,5800706,"Goh, Wei Ming Kevin",7/7/1983,Singapore,Singapore,1.352083,103.819836
482,2019540,"Goldin, Alexander",2/27/1964,Novosibirsk,Russia,55.0333,82.9167
483,12505269,"Golizadeh, Asghar",7/29/1990,Tabriz,Iran,38.0833,46.2833
484,2804140,"Golod, Vitali",6/23/1971,Lviv,Ukraine,49.8419,24.0315
485,14103222,"Goloshchapov, Alexander",1/25/1978,NA,NA,NA,NA
486,14100983,"Golubev, Mikhail",5/30/1970,Odesa,Ukraine,46.4775,30.7326
487,14114224,"Golubka, Petro",5/9/1989,NA,NA,NA,NA
488,2200163,"Gomez Esteban, Juan Mario",2/15/1958,Santurce,Spain,43.3281,3.0337
489,3507904,"Gomez Garrido, Camilo Ernesto",10/23/1987,Holguin,Cuba,20.8872,-76.2631
490,5201381,"Gomez, John Paul",5/23/1986,NA,NA,NA,NA
491,720852,"Gonda, Laszlo",4/24/1988,Tatabanya,Hungary,47.5862,18.3949
492,5201080,"Gonzales, Jayson",2/5/1969,Quezon City,Philippines,14.6333,121.0333
493,6500170,"Gonzalez Acosta, Bernal",6/10/1973,San Jose,Costa Rica,9.9333,-84.0833
494,5101174,"Gonzalez Garcia, Jose",8/12/1973,Madrid,Spain,40.4167,-3.7167
495,3507777,"Gonzalez Perez, Arian",8/17/1988,Santa Clara,Cuba,22.4067,-79.9531
496,3503321,"Gonzalez Vidal, Yuri",1/12/1981,Marianao,Cuba,23.0696,-82.4211
497,3507548,"Gonzalez Zamora, Juan Carlos",6/24/1968,Havana,Cuba,23.1367,-82.3589
498,3501841,"Gonzalez, Renier",11/21/1972,Jaguey Grande,Cuba,22.5292,-81.1325
499,5015693,Gopal G.N.,3/29/1989,Muvattupuzha,India,9.9894,76.579
500,24112798,"Gordievsky, Dmitry",4/24/1996,Moscow,Russia,55.7558,37.6178
501,411477,"Gordon, Stephen J",9/4/1986,Oldham,United Kingdom,53.5444,-2.1169
502,406465,"Gormally, Daniel W",5/4/1976,NA,NA,NA,NA
503,13504037,"Gorovets, Andrey",9/14/1987,Vitebsk,Belarus,55.1927,30.2064
504,4176847,"Gorovykh, Eduard",2/7/1990,Krasnodar,Russia,45.0333,38.9833
505,4147103,"Goryachkina, Aleksandra",9/28/1998,Orsk,Russia,51.2,58.6167
506,616915,"Gozzoli, Yannick",6/2/1983,Marseille,France,43.2964,5.37
507,1101684,"Grabarczyk, Miroslaw",1/3/1971,Plock,Poland,52.55,19.7
508,4129199,"Grachev, Boris",3/27/1986,Moscow,Russia,55.7558,37.6178
509,4680804,"Graf, Alexander",8/25/1962,Tashkent,Uzbekistan,41.3,69.2667
510,3800024,"Granda Zuniga, Julio E",2/25/1967,Camana,Peru,-16.6233,-72.7092
511,1710400,"Grandelius, Nils",6/3/1993,Lund,Sweden,55.7047,13.191
512,2800039,"Greenfeld, Alon",4/17/1964,New York City,United States,40.6943,-73.9249
513,2300699,"Gretarsson, Helgi Ass",2/18/1977,NA,NA,NA,NA
514,2302241,"Gretarsson, Hjorvar Steinn",5/29/1993,Reykjavik,Iceland,64.1475,-21.935
515,1200186,"Grigore, George-Gabriel",11/13/1970,Constanta,Romania,44.1598,28.6348
516,4130804,"Grigoriants, Sergey",11/2/1983,Tashkent,Uzbekistan,41.3,69.2667
517,2907313,"Grigorov, Grigor",5/26/1987,Petrich,Bulgaria,41.3981,23.2069
518,13302191,"Grigoryan, Avetik",1/27/1989,Yerevan,Armenia,40.1814,44.5144
519,13301004,"Grigoryan, Karen H.",2/25/1995,Yerevan,Armenia,40.1814,44.5144
520,4126025,"Grischuk, Alexander",10/31/1983,Moscow,Russia,55.7558,37.6178
521,14102188,"Gritsak, Orest",2/24/1973,Lviv,Ukraine,49.8419,24.0315
522,4200039,"Grivas, Efstratios",3/30/1966,Aigio,Greece,38.2505,22.0811
523,700053,"Groszpeter, Attila",6/9/1960,Hodmezovasarhely,Hungary,46.4181,20.33
524,5021103,"Grover, Sahaj",9/7/1995,Delhi,India,28.66,77.23
525,2800020,"Gruenfeld, Yehuda",2/28/1956,Dzierzoniow,Poland,50.7281,16.6511
526,3508129,"Guerra Mendez, Jose Angel",1/20/1988,Manzanillo,Cuba,20.3397,-77.1086
527,611123,"Guidarelli, Laurent",6/18/1981,Carpentras,France,44.0558,5.0489
528,5029465,Gujrathi Vidit,10/24/1994,Indore,India,22.7206,75.8472
529,46616543,Gukesh D,5/29/2006,Chennai,India,13.0825,80.275
530,13400231,"Guliev, Sarhan",4/1/1968,NA,NA,NA,NA
531,13400363,"Guliyev, Namig",2/13/1974,Beylagan,Azerbaijan,39.7723,47.6154
532,2000040,"Gulko, Boris",2/9/1947,Erfurt,Germany,50.9787,11.0328
533,4901045,"Gundavaa, Bayarsaikhan",5/29/1989,NA,NA,NA,NA
534,4167570,"Gunina, Valentina",2/4/1989,Murmansk,Russia,68.9667,33.0833
535,5010608,"Gupta, Abhijeet",10/16/1989,Bhilwara,India,25.35,74.6333
536,2000407,"Gurevich, Dmitry",9/11/1956,Moscow,Russia,55.7558,37.6178
537,2000628,"Gurevich, Ilya",2/8/1972,Kyiv,Ukraine,50.45,30.5236
538,200930,"Gurevich, Mikhail",2/22/1959,Kharkiv,Ukraine,50,36.2292
539,14100207,"Gurevich, Vladimir",8/4/1959,NA,NA,NA,NA
540,13401378,"Guseinov, Gadir",5/21/1986,Moscow,Russia,55.7558,37.6178
541,4625498,"Gustafsson, Jan",6/25/1979,Hamburg,Germany,53.55,10
542,14102277,"Gutman, Gennadi",11/1/1973,NA,NA,NA,NA
543,4600177,"Gutman, Lev",9/26/1945,Riga,Latvia,56.9475,24.1069
544,4130480,"Gutov, Andrey",12/8/1978,Belovo,Russia,54.4167,86.3
545,702218,"Gyimesi, Zoltan",3/31/1977,NA,NA,NA,NA
546,300160,"Haba, Petr",1/6/1965,Zlin,Czech Republic,49.2331,17.6669
547,7900660,"Haddouche, Mohamed",8/19/1984,Sidi Bel Abbes,Algeria,35.2,-0.6333
548,13306677,"Hakobyan, Aram",4/1/2001,Yerevan,Armenia,40.1814,44.5144
549,4201809,"Halkias, Stelios",4/11/1980,NA,NA,NA,NA
550,2606577,"Hambleton, Aman",12/30/1992,Halifax,Canada,44.6475,-63.5906
551,9000011,"Hamdouchi, Hicham",10/8/1972,Tangier,Morocco,35.7767,-5.8039
552,13902393,"Hamitevici, Vladimir",2/19/1991,Bender,Moldova,46.8333,29.4833
553,1503707,"Hammer, Jon Ludvig",6/2/1990,Bergen,Norway,60.3925,5.3233
554,4634527,"Handke, Florian, Dr.",3/22/1982,NA,NA,NA,NA
555,1400010,"Hansen, Curt",9/18/1964,Bov Municipality,Denmark,54.8459,9.3639
556,2606771,"Hansen, Eric",5/24/1992,Irvine,United States,33.6772,-117.7738
557,1400037,"Hansen, Lars Bo",9/24/1968,NA,NA,NA,NA
558,1400266,"Hansen, Sune Berg",4/21/1971,NA,NA,NA,NA
559,1501720,"Hansen, Torbjorn Ringdal",3/1/1979,Lorenskog,Norway,59.8989,10.9642
560,2801485,"Har-Zvi, Ronen",10/13/1976,NA,NA,NA,NA
561,5015197,"Harika, Dronavalli",1/12/1991,Guntur,India,16.3,80.45
562,5007003,"Harikrishna, Pentala",5/10/1986,Guntur,India,16.3,80.45
563,5078776,Harsha Bharathakoti,2/7/2000,Guntur,India,16.3,80.45
564,13300873,"Harutjunyan, Gevorg",5/7/1981,Yerevan,Armenia,40.1814,44.5144
565,13303635,"Harutyunyan, Tigran K.",1/15/1997,Yerevan,Armenia,40.1814,44.5144
566,4122160,"Hasangatin, Ramil",7/1/1972,Kazan,Russia,55.7908,49.1144
567,405248,"Haslinger, Stewart G",11/25/1981,Ainsdale,United Kingdom,53.6021,-3.0405
568,4610776,"Haub, Thorsten Michael",2/15/1968,Siegen,Germany,50.8756,8.0167
569,600113,"Hauchard, Arnaud",11/15/1971,Rouen,France,49.4428,1.0886
570,4617495,"Hausrath, Daniel",4/8/1976,Mulheim,Germany,51.4275,6.8825
571,412686,"Hawkins, Jonathan",5/1/1983,NA,NA,NA,NA
572,13302639,"Hayrapetyan, Hovik",2/15/1990,NA,NA,NA,NA
573,6300634,"Haznedaroglu, Kivanc",1/1/1981,Ankara,Turkey,39.93,32.85
574,400084,"Hebden, Mark L",2/15/1958,Leicester,United Kingdom,52.6333,-1.1333
575,1115120,"Heberla, Bartlomiej",6/19/1985,Rybnik,Poland,50.0833,18.5
576,4600320,"Hecht, Hans-Joachim",1/29/1939,Luckenwalde,Germany,52.0831,13.1667
577,1700090,"Hector, Jonny",2/13/1964,Malmo,Sweden,55.5932,13.0214
578,24624632,"Heimann, Andreas",1/10/1992,Rheinfelden,Germany,47.5896,7.7688
579,4601556,"Heinemann, Thies",3/7/1971,Hamburg,Germany,53.55,10
580,1700022,"Hellers, Ferdinand",1/28/1969,Stockholm,Sweden,59.3294,18.0686
581,1702092,"Hellsten, Johan",12/25/1975,Malmo,Sweden,55.5932,13.0214
582,32096585,"Henderson de La Fuente, Lance",5/19/2003,Marbella,Spain,36.5167,-4.8833
583,2000318,"Henley, Ron",12/5/1956,Houston,United States,29.7863,-95.3889
584,3409350,"Henriquez, Cristobal",8/7/1996,Santiago,Chile,-33.45,-70.6667
585,716855,"Hera, Imre Jr.",9/3/1986,Budapest,Hungary,47.4983,19.0408
586,3504387,"Hernandez Carmenate, Holden",8/10/1984,Guines,Cuba,22.8475,-82.0236
587,5100011,"Hernandez Guerrero, Gilberto",2/4/1970,Ebano,Mexico,22.2166,-98.3759
588,3500063,"Hernandez Onna, Roman",11/23/1949,Santiago de Cuba,Cuba,20.0283,-75.8206
589,2205009,"Herraiz Hidalgo, Herminio",10/30/1978,Las Pedroneras,Spain,39.45,-2.6667
590,3500373,"Herrera, Irisberto",12/7/1968,NA,NA,NA,NA
591,4600088,"Hertneck, Gerald",9/18/1963,Munich,Germany,48.1372,11.5755
592,10600183,"Hesham, Abdelrahman",2/12/1992,NA,NA,NA,NA
593,2022036,"Hess, Robert",12/19/1991,New York City,United States,40.6943,-73.9249
594,3508811,"Hevia Alejano, Carlos Antonio",10/30/1991,Havana,Cuba,23.1367,-82.3589
595,4600118,"Hickl, Joerg",4/16/1965,Wiesbaden,Germany,50.0825,8.24
596,1700812,"Hillarp Persson, Tiger",10/28/1970,Malmo,Sweden,55.5932,13.0214
597,5007836,"Himanshu, Sharma",9/16/1983,Rohtak,India,28.9,76.5667
598,2300044,"Hjartarson, Johann",2/8/1963,Reykjavik,Iceland,64.1475,-21.935
599,12400149,"Hoang, Thanh Trang",4/25/1980,Hanoi,Vietnam,21.0245,105.8412
600,400076,"Hodgson, Julian M",7/25/1963,London,United Kingdom,51.5072,-0.1275
601,100340,"Hoffman, Alejandro",10/26/1966,Buenos Aires,Argentina,-34.5997,-58.3819
602,4601297,"Hoffmann, Michael",9/19/1970,Bochum,Germany,51.4833,7.2167
603,1400100,"Hoi, Carsten",1/16/1957,Copenhagen,Denmark,55.6761,12.5689
604,2034387,"Holt, Conrad",7/9/1993,Wichita,United States,37.6896,-97.3442
605,4600428,"Holzke, Frank",7/8/1971,Cologne,Germany,50.9422,6.9578
606,4600029,"Hort, Vlastimil",1/12/1944,Kladno,Czech Republic,50.1431,14.1053
607,708003,"Horvath, Adam",7/14/1981,NA,NA,NA,NA
608,700118,"Horvath, Csaba",6/5/1968,NA,NA,NA,NA
609,700061,"Horvath, Jozsef",8/13/1964,Budapest,Hungary,47.4983,19.0408
610,700843,"Horvath, Peter",6/17/1972,Pecs,Hungary,46.0708,18.2331
611,10200649,"Hossain, Enamul",9/30/1981,Dhaka,Bangladesh,23.7289,90.3944
612,8602980,"Hou, Yifan",2/27/1994,Xinghua,China,32.9105,119.8525
613,13300865,"Hovhannisyan, Mher",9/25/1978,Gyumri,Armenia,40.7833,43.8333
614,13302507,"Hovhannisyan, Robert",3/23/1991,Yerevan,Armenia,40.1814,44.5144
615,410608,"Howell, David W L",11/14/1990,Eastbourne,United Kingdom,50.77,0.28
616,400297,"Howell, James C",5/17/1967,Brent,United Kingdom,51.5673,-0.2711
617,300071,"Hracek, Zbynek",9/9/1970,Uherske Hradiste,Czech Republic,49.0598,17.4959
618,4600010,"Huebner, Robert",11/6/1948,Cologne,Germany,50.9422,6.9578
619,2021030,"Hungaski, Robert",12/8/1987,Stamford,United States,41.1035,-73.5583
620,24604747,"Huschenbeth, Niclas",2/29/1992,Hann. Munden,Germany,51.4193,9.6558
