"","V1","Name","ID Number","Period","RTNG","Birthdate","Birthplace","Country_of_birth","Latitude","Longitude","Age","Sex","Fed","rating_inc"
"691",9925,"Khairullin, Ildar",4151348,2002-01-01 00:00:00,2255,"8/22/1990","Perm","Russia",58.0139,56.2489,11.36208,"M","RUS",11
"692",10091,"Koneru, Humpy",5008123,2002-01-01 00:00:00,2539,"3/31/1987","Vijayawada","India",16.5062,80.648,14.75702,"F","IND",55
"693",10406,"Kramnik, Vladimir",4101588,2002-01-01 00:00:00,2811,"6/25/1975","Tuapse","Russia",44.1,39.0833,26.52156,"M","RUS",2
"694",10751,"Lautier, Joel",600016,2002-01-01 00:00:00,2687,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,28.72279,"M","FRA",34
"695",11101,"Leko, Peter",703303,2002-01-01 00:00:00,2713,"9/8/1979","Subotica","Serbia",46.0983,19.67,22.31622,"M","HUN",-26
"696",11777,"Mamedov, Rauf",13401653,2002-01-01 00:00:00,2356,"4/26/1988","Baku","Azerbaijan",40.3667,49.8352,13.68378,"M","AZE",2
"697",11942,"Mamedyarov, Shakhriyar",13401319,2002-01-01 00:00:00,2522,"4/12/1985","Sumgait","Azerbaijan",40.5855,49.6317,16.72279,"M","AZE",19
"698",12312,"McShane, Luke J",404853,2002-01-01 00:00:00,2525,"1/7/1984","London","United Kingdom",51.5072,-0.1275,17.98494,"M","ENG",-6
"699",12490,"Megaranto, Susanto",7101384,2002-01-01 00:00:00,2364,"10/8/1987","Indramayu","Indonesia",-6.3356,108.319,14.23409,"M","INA",130
"700",12958,"Morozevich, Alexander",4116992,2002-01-01 00:00:00,2742,"7/18/1977","Moscow","Russia",55.7558,37.6178,24.45722,"M","RUS",0
"701",13139,"Naiditsch, Arkadij",4650891,2002-01-01 00:00:00,2532,"10/25/1985","Riga","Latvia",56.9475,24.1069,16.18617,"M","AZE",-8
"702",13305,"Nakamura, Hikaru",2016192,2002-01-01 00:00:00,2430,"12/9/1987","Hirakata","Japan",34.8147,135.6511,14.06434,"M","USA",-36
"703",13473,"Navara, David",309095,2002-01-01 00:00:00,2531,"3/27/1985","Prague","Czech Republic",50.0833,14.4167,16.7666,"M","CZE",32
"704",13803,"Nepomniachtchi, Ian",4168119,2002-01-01 00:00:00,2280,"7/14/1990","Bryansk","Russia",53.25,34.3667,11.46886,"M","RUS",-1
"705",14197,"Nguyen, Ngoc Truong Son",12401110,2002-01-01 00:00:00,2234,"2/23/1990","Rach Gia","Vietnam",10.0125,105.0808,11.85489,"M","VIE",NA
"706",14884,"Polgar, Judit",700070,2002-01-01 00:00:00,2677,"7/23/1976","Budapest","Hungary",47.4983,19.0408,25.44285,"F","HUN",-9
"707",15076,"Ponomariov, Ruslan",14103320,2002-01-01 00:00:00,2727,"10/11/1983","Horlivka","Ukraine",48.3336,38.0925,18.22587,"M","UKR",43
"708",15872,"Radjabov, Teimour",13400924,2002-01-01 00:00:00,2599,"3/12/1987","Baku","Azerbaijan",40.3667,49.8352,14.80903,"M","AZE",32
"709",16170,"Ramirez, Alejandro",6500617,2002-01-01 00:00:00,2288,"6/21/1988","San Jose","Costa Rica",9.9333,-84.0833,13.53046,"M","USA",NA
"710",16470,"Riazantsev, Alexander",4125029,2002-01-01 00:00:00,2511,"9/12/1985","Moscow","Russia",55.7558,37.6178,16.3039,"M","RUS",11
"711",17195,"Salgado Lopez, Ivan",2257327,2002-01-01 00:00:00,2092,"6/29/1991","Ourense","Spain",42.3364,-7.8633,10.51061,"M","ESP",NA
"712",17729,"Schwartzman, Gabriel",2011255,2002-01-01 00:00:00,2533,"10/23/1976","Bucharest","Romania",44.4,26.0833,25.19097,"M","USA",0
"713",18814,"Stellwagen, Daniel",1006673,2002-01-01 00:00:00,2377,"3/1/1987","Soest","Netherlands",52.1764,5.2992,14.83915,"M","NED",-7
"714",19269,"Tahirov, Farhad",13401661,2002-01-01 00:00:00,2363,"4/12/1987",NA,NA,NA,NA,14.72416,"M","AZE",3
"715",19713,"Topalov, Veselin",2900084,2002-01-01 00:00:00,2739,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,26.80082,"M","BUL",6
"716",20031,"Vachier-Lagrave, Maxime",623539,2002-01-01 00:00:00,2278,"10/21/1990","Nogent-sur-Marne","France",48.8375,2.4833,11.19781,"M","FRA",7
"717",20337,"Vallejo Pons, Francisco",2205530,2002-01-01 00:00:00,2629,"8/21/1982","Es Castell","Spain",39.8797,4.2891,19.36482,"M","ESP",-1
"718",20900,"Volokitin, Andrei",14107090,2002-01-01 00:00:00,2586,"6/18/1986","Lviv","Ukraine",49.8419,24.0315,15.54004,"M","UKR",20
"719",21226,"Wang, Yue",8601429,2002-01-01 00:00:00,2454,"3/31/1987","Taiyuan","China",37.8733,112.5425,14.75702,"M","CHN",-12
"720",420,"Acs, Peter",708020,2002-03-31 23:00:00,2529,"5/10/1981","Eger","Hungary",47.8989,20.3747,20.89253936,"M","HUN",3
"721",586,"Alekseev, Evgeny",4138147,2002-03-31 23:00:00,2567,"11/28/1985","Pushkin","Russia",59.7176,30.406,16.3394935,"M","RUS",15
"722",756,"Almasi, Zoltan",702293,2002-03-31 23:00:00,2650,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,25.58795346,"M","HUN",6
"723",942,"Andreikin, Dmitry",4158814,2002-03-31 23:00:00,2385,"2/5/1990","Ryazan","Russia",54.6167,39.7167,12.15058179,"M","RUS",7
"724",1529,"Areshchenko, Alexander",14109530,2002-03-31 23:00:00,2512,"6/15/1986","Luhansk","Ukraine",48.5833,39.3333,15.79466119,"M","UKR",42
"725",1955,"Bacrot, Etienne",605506,2002-03-31 23:00:00,2653,"1/22/1983","Lille","France",50.6278,3.0583,19.18959617,"M","FRA",4
"726",2255,"Balogh, Csaba",718939,2002-03-31 23:00:00,2416,"3/10/1987","Budapest","Hungary",47.4983,19.0408,15.06092,"M","HUN",18
"727",2421,"Baramidze, David",4667719,2002-03-31 23:00:00,2321,"9/27/1988","Tbilisi","Georgia",41.7225,44.7925,13.50856,"M","GER",-7
"728",2680,"Berkes, Ferenc",718572,2002-03-31 23:00:00,2511,"8/8/1985","Baja","Hungary",46.1833,18.9536,16.64613,"M","HUN",-11
"729",2851,"Bindrich, Falko",4676670,2002-03-31 23:00:00,2125,"10/17/1990","Zittau","Germany",50.8961,14.8072,11.45517,"M","GER",17
"730",3118,"Bluvshtein, Mark",2603608,2002-03-31 23:00:00,2380,"4/20/1988","Yaroslavl","Russia",57.6167,39.85,13.94661,"M","CAN",18
"731",3418,"Bruzon Batista, Lazaro",3503739,2002-03-31 23:00:00,2569,"5/2/1982","Holguin","Cuba",20.8872,-76.2631,19.91513,"M","USA",0
"732",3589,"Bu, Xiangzhi",8601445,2002-03-31 23:00:00,2601,"12/10/1985","Qingdao","China",36.1167,120.4,16.30664,"M","CHN",8
"733",3970,"Carlsen, Magnus",1503014,2002-03-31 23:00:00,2163,"11/30/1990","Tonsberg","Norway",59.2981,10.4236,11.3347,"M","NOR",36
"734",4132,"Caruana, Fabiano",2020009,2002-03-31 23:00:00,2026,"7/30/1992","Miami","United States",25.7839,-80.2102,9.670089,"M","USA",-6
"735",4596,"Dao, Thien Hai",12400084,2002-03-31 23:00:00,2528,"5/10/1978",NA,NA,NA,NA,23.89322,"M","VIE",0
"736",5452,"Efimenko, Zahar",14107201,2002-03-31 23:00:00,2559,"7/3/1985","Makiivka","Ukraine",48.0556,37.9611,16.7447,"M","UKR",15
"737",6401,"Gagunashvili, Merab",13601652,2002-03-31 23:00:00,2472,"1/3/1985","Tbilisi","Georgia",41.7225,44.7925,17.24025,"M","GEO",-14
"738",6567,"Gareyev, Timur",14200937,2002-03-31 23:00:00,2191,"3/3/1988","Tashkent","Uzbekistan",41.3,69.2667,14.07803,"M","USA",0
"739",7151,"Gretarsson, Helgi Ass",2300699,2002-03-31 23:00:00,2521,"2/18/1977",NA,NA,NA,NA,25.11431,"M","ISL",1
"740",7317,"Grischuk, Alexander",4126025,2002-03-31 23:00:00,2702,"10/31/1983","Moscow","Russia",55.7558,37.6178,18.41752,"M","RUS",31
"741",7743,"Guseinov, Gadir",13401378,2002-03-31 23:00:00,2510,"5/21/1986","Moscow","Russia",55.7558,37.6178,15.86311,"M","AZE",-17
"742",8029,"Harikrishna, Pentala",5007003,2002-03-31 23:00:00,2568,"5/10/1986","Guntur","India",16.3,80.45,15.89322,"M","IND",43
"743",8447,"Howell, David W L",410608,2002-03-31 23:00:00,2239,"11/14/1990","Eastbourne","United Kingdom",50.77,0.28,11.37851,"M","ENG",2
"744",8608,"Inarkiev, Ernesto",4162722,2002-03-31 23:00:00,2489,"12/9/1985","Osh","Kyrgyzstan",40.5333,72.7833,16.30938,"M","RUS",-11
"745",8991,"Kamsky, Gata",2000024,2002-03-31 23:00:00,2717,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,27.83025,"M","USA",0
"746",9181,"Karjakin, Sergey",14109603,2002-03-31 23:00:00,2489,"1/12/1990","Simferopol","Ukraine",44.9484,34.1,12.21629,"M","RUS",29
"747",9481,"Kasparov, Garry",4100018,2002-03-31 23:00:00,2836,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,38.96783,"M","RUS",0
"748",9924,"Khairullin, Ildar",4151348,2002-03-31 23:00:00,2317,"8/22/1990","Perm","Russia",58.0139,56.2489,11.60849,"M","RUS",62
"749",10090,"Koneru, Humpy",5008123,2002-03-31 23:00:00,2486,"3/31/1987","Vijayawada","India",16.5062,80.648,15.00342,"F","IND",-53
"750",10405,"Kramnik, Vladimir",4101588,2002-03-31 23:00:00,2811,"6/25/1975","Tuapse","Russia",44.1,39.0833,26.76797,"M","RUS",0
"751",10592,"Kuzubov, Yuriy",14112906,2002-03-31 23:00:00,2327,"1/26/1990","Sychyovka","Russia",55.8266,34.2753,12.17796,"M","UKR",NA
"752",10750,"Lautier, Joel",600016,2002-03-31 23:00:00,2675,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,28.9692,"M","FRA",-12
"753",11100,"Leko, Peter",703303,2002-03-31 23:00:00,2707,"9/8/1979","Subotica","Serbia",46.0983,19.67,22.56263,"M","HUN",-6
"754",11776,"Mamedov, Rauf",13401653,2002-03-31 23:00:00,2358,"4/26/1988","Baku","Azerbaijan",40.3667,49.8352,13.93018,"M","AZE",2
"755",11941,"Mamedyarov, Shakhriyar",13401319,2002-03-31 23:00:00,2542,"4/12/1985","Sumgait","Azerbaijan",40.5855,49.6317,16.9692,"M","AZE",20
"756",12311,"McShane, Luke J",404853,2002-03-31 23:00:00,2538,"1/7/1984","London","United Kingdom",51.5072,-0.1275,18.23135,"M","ENG",13
"757",12489,"Megaranto, Susanto",7101384,2002-03-31 23:00:00,2364,"10/8/1987","Indramayu","Indonesia",-6.3356,108.319,14.48049,"M","INA",0
"758",12957,"Morozevich, Alexander",4116992,2002-03-31 23:00:00,2718,"7/18/1977","Moscow","Russia",55.7558,37.6178,24.70363,"M","RUS",-24
"759",13138,"Naiditsch, Arkadij",4650891,2002-03-31 23:00:00,2557,"10/25/1985","Riga","Latvia",56.9475,24.1069,16.43258,"M","AZE",25
"760",13304,"Nakamura, Hikaru",2016192,2002-03-31 23:00:00,2465,"12/9/1987","Hirakata","Japan",34.8147,135.6511,14.31075,"M","USA",35
"761",13472,"Navara, David",309095,2002-03-31 23:00:00,2543,"3/27/1985","Prague","Czech Republic",50.0833,14.4167,17.013,"M","CZE",12
"762",13644,"Negi, Parimarjan",5016690,2002-03-31 23:00:00,2061,"2/9/1993","New Delhi","India",28.7,77.2,9.138946,"M","IND",NA
"763",13802,"Nepomniachtchi, Ian",4168119,2002-03-31 23:00:00,2280,"7/14/1990","Bryansk","Russia",53.25,34.3667,11.71526,"M","RUS",0
"764",14196,"Nguyen, Ngoc Truong Son",12401110,2002-03-31 23:00:00,2234,"2/23/1990","Rach Gia","Vietnam",10.0125,105.0808,12.1013,"M","VIE",0
"765",14883,"Polgar, Judit",700070,2002-03-31 23:00:00,2677,"7/23/1976","Budapest","Hungary",47.4983,19.0408,25.68925,"F","HUN",0
"766",15075,"Ponomariov, Ruslan",14103320,2002-03-31 23:00:00,2743,"10/11/1983","Horlivka","Ukraine",48.3336,38.0925,18.47228,"M","UKR",16
"767",15249,"Popov, Ivan",4170350,2002-03-31 23:00:00,2223,"3/20/1990","Rostov-on-Don","Russia",47.2357,39.7015,12.03285,"M","RUS",NA
"768",15871,"Radjabov, Teimour",13400924,2002-03-31 23:00:00,2610,"3/12/1987","Baku","Azerbaijan",40.3667,49.8352,15.05544,"M","AZE",11
"769",16169,"Ramirez, Alejandro",6500617,2002-03-31 23:00:00,2288,"6/21/1988","San Jose","Costa Rica",9.9333,-84.0833,13.77687,"M","USA",0
"770",16469,"Riazantsev, Alexander",4125029,2002-03-31 23:00:00,2527,"9/12/1985","Moscow","Russia",55.7558,37.6178,16.55031,"M","RUS",16
"771",17194,"Salgado Lopez, Ivan",2257327,2002-03-31 23:00:00,2092,"6/29/1991","Ourense","Spain",42.3364,-7.8633,10.75702,"M","ESP",0
"772",17728,"Schwartzman, Gabriel",2011255,2002-03-31 23:00:00,2533,"10/23/1976","Bucharest","Romania",44.4,26.0833,25.43737,"M","USA",0
"773",18813,"Stellwagen, Daniel",1006673,2002-03-31 23:00:00,2396,"3/1/1987","Soest","Netherlands",52.1764,5.2992,15.08556,"M","NED",19
"774",19268,"Tahirov, Farhad",13401661,2002-03-31 23:00:00,2363,"4/12/1987",NA,NA,NA,NA,14.97057,"M","AZE",0
"775",19712,"Topalov, Veselin",2900084,2002-03-31 23:00:00,2745,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,27.04723,"M","BUL",6
"776",20030,"Vachier-Lagrave, Maxime",623539,2002-03-31 23:00:00,2302,"10/21/1990","Nogent-sur-Marne","France",48.8375,2.4833,11.44422,"M","FRA",24
"777",20336,"Vallejo Pons, Francisco",2205530,2002-03-31 23:00:00,2638,"8/21/1982","Es Castell","Spain",39.8797,4.2891,19.61123,"M","ESP",9
"778",20899,"Volokitin, Andrei",14107090,2002-03-31 23:00:00,2577,"6/18/1986","Lviv","Ukraine",49.8419,24.0315,15.78645,"M","UKR",-9
"779",21225,"Wang, Yue",8601429,2002-03-31 23:00:00,2454,"3/31/1987","Taiyuan","China",37.8733,112.5425,15.00342,"M","CHN",0
"780",419,"Acs, Peter",708020,2002-07-01 00:00:00,2560,"5/10/1981","Eger","Hungary",47.8989,20.3747,21.14168378,"M","HUN",31
"781",585,"Alekseev, Evgeny",4138147,2002-07-01 00:00:00,2580,"11/28/1985","Pushkin","Russia",59.7176,30.406,16.58863792,"M","RUS",13
"782",755,"Almasi, Zoltan",702293,2002-07-01 00:00:00,2672,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,25.83709788,"M","HUN",22
"783",941,"Andreikin, Dmitry",4158814,2002-07-01 00:00:00,2369,"2/5/1990","Ryazan","Russia",54.6167,39.7167,12.39972621,"M","RUS",-16
"784",1104,"Andriasian, Zaven",13302000,2002-07-01 00:00:00,2185,"3/11/1989","Yerevan","Armenia",40.1814,44.5144,13.30595483,"M","ARM",NA
"785",1528,"Areshchenko, Alexander",14109530,2002-07-01 00:00:00,2533,"6/15/1986","Luhansk","Ukraine",48.5833,39.3333,16.04380561,"M","UKR",21
"786",1954,"Bacrot, Etienne",605506,2002-07-01 00:00:00,2653,"1/22/1983","Lille","France",50.6278,3.0583,19.43874059,"M","FRA",0
"787",2254,"Balogh, Csaba",718939,2002-07-01 00:00:00,2441,"3/10/1987","Budapest","Hungary",47.4983,19.0408,15.31006,"M","HUN",25
"788",2420,"Baramidze, David",4667719,2002-07-01 00:00:00,2351,"9/27/1988","Tbilisi","Georgia",41.7225,44.7925,13.7577,"M","GER",30
"789",2679,"Berkes, Ferenc",718572,2002-07-01 00:00:00,2507,"8/8/1985","Baja","Hungary",46.1833,18.9536,16.89528,"M","HUN",-4
"790",2850,"Bindrich, Falko",4676670,2002-07-01 00:00:00,2181,"10/17/1990","Zittau","Germany",50.8961,14.8072,11.70431,"M","GER",56
"791",3117,"Bluvshtein, Mark",2603608,2002-07-01 00:00:00,2367,"4/20/1988","Yaroslavl","Russia",57.6167,39.85,14.19576,"M","CAN",-13
"792",3417,"Bruzon Batista, Lazaro",3503739,2002-07-01 00:00:00,2595,"5/2/1982","Holguin","Cuba",20.8872,-76.2631,20.16427,"M","USA",26
"793",3588,"Bu, Xiangzhi",8601445,2002-07-01 00:00:00,2602,"12/10/1985","Qingdao","China",36.1167,120.4,16.55578,"M","CHN",1
"794",3969,"Carlsen, Magnus",1503014,2002-07-01 00:00:00,2214,"11/30/1990","Tonsberg","Norway",59.2981,10.4236,11.58385,"M","NOR",51
"795",4131,"Caruana, Fabiano",2020009,2002-07-01 00:00:00,2040,"7/30/1992","Miami","United States",25.7839,-80.2102,9.919233,"M","USA",14
"796",4290,"Cordova, Emilio",3801497,2002-07-01 00:00:00,2181,"7/8/1991","Lima","Peru",-12.05,-77.0333,10.98152,"M","PER",NA
"797",4595,"Dao, Thien Hai",12400084,2002-07-01 00:00:00,2539,"5/10/1978",NA,NA,NA,NA,24.14237,"M","VIE",11
"798",5451,"Efimenko, Zahar",14107201,2002-07-01 00:00:00,2557,"7/3/1985","Makiivka","Ukraine",48.0556,37.9611,16.99384,"M","UKR",-2
"799",6400,"Gagunashvili, Merab",13601652,2002-07-01 00:00:00,2471,"1/3/1985","Tbilisi","Georgia",41.7225,44.7925,17.48939,"M","GEO",-1
"800",6566,"Gareyev, Timur",14200937,2002-07-01 00:00:00,2191,"3/3/1988","Tashkent","Uzbekistan",41.3,69.2667,14.32717,"M","USA",0
"801",7150,"Gretarsson, Helgi Ass",2300699,2002-07-01 00:00:00,2505,"2/18/1977",NA,NA,NA,NA,25.36345,"M","ISL",-16
"802",7316,"Grischuk, Alexander",4126025,2002-07-01 00:00:00,2702,"10/31/1983","Moscow","Russia",55.7558,37.6178,18.66667,"M","RUS",0
"803",7742,"Guseinov, Gadir",13401378,2002-07-01 00:00:00,2519,"5/21/1986","Moscow","Russia",55.7558,37.6178,16.11225,"M","AZE",9
"804",8028,"Harikrishna, Pentala",5007003,2002-07-01 00:00:00,2568,"5/10/1986","Guntur","India",16.3,80.45,16.14237,"M","IND",0
"805",8446,"Howell, David W L",410608,2002-07-01 00:00:00,2211,"11/14/1990","Eastbourne","United Kingdom",50.77,0.28,11.62765,"M","ENG",-28
"806",8607,"Inarkiev, Ernesto",4162722,2002-07-01 00:00:00,2545,"12/9/1985","Osh","Kyrgyzstan",40.5333,72.7833,16.55852,"M","RUS",56
"807",8990,"Kamsky, Gata",2000024,2002-07-01 00:00:00,2717,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,28.0794,"M","USA",0
"808",9180,"Karjakin, Sergey",14109603,2002-07-01 00:00:00,2523,"1/12/1990","Simferopol","Ukraine",44.9484,34.1,12.46543,"M","RUS",34
"809",9480,"Kasparov, Garry",4100018,2002-07-01 00:00:00,2836,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,39.21697,"M","RUS",0
"810",9923,"Khairullin, Ildar",4151348,2002-07-01 00:00:00,2329,"8/22/1990","Perm","Russia",58.0139,56.2489,11.85763,"M","RUS",12
"811",10089,"Koneru, Humpy",5008123,2002-07-01 00:00:00,2473,"3/31/1987","Vijayawada","India",16.5062,80.648,15.25257,"F","IND",-13
"812",10404,"Kramnik, Vladimir",4101588,2002-07-01 00:00:00,2809,"6/25/1975","Tuapse","Russia",44.1,39.0833,27.01711,"M","RUS",-2
"813",10591,"Kuzubov, Yuriy",14112906,2002-07-01 00:00:00,2187,"1/26/1990","Sychyovka","Russia",55.8266,34.2753,12.4271,"M","UKR",-140
"814",10749,"Lautier, Joel",600016,2002-07-01 00:00:00,2665,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,29.21834,"M","FRA",-10
"815",10942,"Le, Quang Liem",12401137,2002-07-01 00:00:00,2148,"3/13/1991","Ho Chi Minh City","Vietnam",10.8167,106.6333,11.30185,"M","VIE",NA
"816",11099,"Leko, Peter",703303,2002-07-01 00:00:00,2722,"9/8/1979","Subotica","Serbia",46.0983,19.67,22.81177,"M","HUN",15
"817",11775,"Mamedov, Rauf",13401653,2002-07-01 00:00:00,2367,"4/26/1988","Baku","Azerbaijan",40.3667,49.8352,14.17933,"M","AZE",9
"818",11940,"Mamedyarov, Shakhriyar",13401319,2002-07-01 00:00:00,2552,"4/12/1985","Sumgait","Azerbaijan",40.5855,49.6317,17.21834,"M","AZE",10
"819",12310,"McShane, Luke J",404853,2002-07-01 00:00:00,2544,"1/7/1984","London","United Kingdom",51.5072,-0.1275,18.48049,"M","ENG",6
"820",12488,"Megaranto, Susanto",7101384,2002-07-01 00:00:00,2364,"10/8/1987","Indramayu","Indonesia",-6.3356,108.319,14.72964,"M","INA",0
"821",12956,"Morozevich, Alexander",4116992,2002-07-01 00:00:00,2716,"7/18/1977","Moscow","Russia",55.7558,37.6178,24.95277,"M","RUS",-2
"822",13137,"Naiditsch, Arkadij",4650891,2002-07-01 00:00:00,2581,"10/25/1985","Riga","Latvia",56.9475,24.1069,16.68172,"M","AZE",24
"823",13303,"Nakamura, Hikaru",2016192,2002-07-01 00:00:00,2494,"12/9/1987","Hirakata","Japan",34.8147,135.6511,14.55989,"M","USA",29
"824",13471,"Navara, David",309095,2002-07-01 00:00:00,2559,"3/27/1985","Prague","Czech Republic",50.0833,14.4167,17.26215,"M","CZE",16
"825",13643,"Negi, Parimarjan",5016690,2002-07-01 00:00:00,2061,"2/9/1993","New Delhi","India",28.7,77.2,9.38809,"M","IND",0
"826",13801,"Nepomniachtchi, Ian",4168119,2002-07-01 00:00:00,2306,"7/14/1990","Bryansk","Russia",53.25,34.3667,11.96441,"M","RUS",26
"827",14195,"Nguyen, Ngoc Truong Son",12401110,2002-07-01 00:00:00,2234,"2/23/1990","Rach Gia","Vietnam",10.0125,105.0808,12.35044,"M","VIE",0
"828",14882,"Polgar, Judit",700070,2002-07-01 00:00:00,2681,"7/23/1976","Budapest","Hungary",47.4983,19.0408,25.9384,"F","HUN",4
"829",15074,"Ponomariov, Ruslan",14103320,2002-07-01 00:00:00,2743,"10/11/1983","Horlivka","Ukraine",48.3336,38.0925,18.72142,"M","UKR",0
"830",15248,"Popov, Ivan",4170350,2002-07-01 00:00:00,2223,"3/20/1990","Rostov-on-Don","Russia",47.2357,39.7015,12.282,"M","RUS",0
"831",15870,"Radjabov, Teimour",13400924,2002-07-01 00:00:00,2618,"3/12/1987","Baku","Azerbaijan",40.3667,49.8352,15.30459,"M","AZE",8
"832",16168,"Ramirez, Alejandro",6500617,2002-07-01 00:00:00,2313,"6/21/1988","San Jose","Costa Rica",9.9333,-84.0833,14.02601,"M","USA",25
"833",16468,"Riazantsev, Alexander",4125029,2002-07-01 00:00:00,2537,"9/12/1985","Moscow","Russia",55.7558,37.6178,16.79945,"M","RUS",10
"834",16885,"Safarli, Eltaj",13402129,2002-07-01 00:00:00,2210,"5/18/1992","Baku","Azerbaijan",40.3667,49.8352,10.1191,"M","AZE",NA
"835",17193,"Salgado Lopez, Ivan",2257327,2002-07-01 00:00:00,2163,"6/29/1991","Ourense","Spain",42.3364,-7.8633,11.00616,"M","ESP",71
"836",17727,"Schwartzman, Gabriel",2011255,2002-07-01 00:00:00,2533,"10/23/1976","Bucharest","Romania",44.4,26.0833,25.68652,"M","USA",0
"837",18812,"Stellwagen, Daniel",1006673,2002-07-01 00:00:00,2464,"3/1/1987","Soest","Netherlands",52.1764,5.2992,15.3347,"M","NED",68
"838",19267,"Tahirov, Farhad",13401661,2002-07-01 00:00:00,2421,"4/12/1987",NA,NA,NA,NA,15.21971,"M","AZE",58
"839",19711,"Topalov, Veselin",2900084,2002-07-01 00:00:00,2745,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,27.29637,"M","BUL",0
"840",20029,"Vachier-Lagrave, Maxime",623539,2002-07-01 00:00:00,2358,"10/21/1990","Nogent-sur-Marne","France",48.8375,2.4833,11.69336,"M","FRA",56
"841",20335,"Vallejo Pons, Francisco",2205530,2002-07-01 00:00:00,2652,"8/21/1982","Es Castell","Spain",39.8797,4.2891,19.86037,"M","ESP",14
"842",20898,"Volokitin, Andrei",14107090,2002-07-01 00:00:00,2545,"6/18/1986","Lviv","Ukraine",49.8419,24.0315,16.03559,"M","UKR",-32
"843",21224,"Wang, Yue",8601429,2002-07-01 00:00:00,2455,"3/31/1987","Taiyuan","China",37.8733,112.5425,15.25257,"M","CHN",1
"844",418,"Acs, Peter",708020,2002-10-01 00:00:00,2591,"5/10/1981","Eger","Hungary",47.8989,20.3747,21.39356605,"M","HUN",31
"845",584,"Alekseev, Evgeny",4138147,2002-10-01 00:00:00,2593,"11/28/1985","Pushkin","Russia",59.7176,30.406,16.84052019,"M","RUS",13
"846",754,"Almasi, Zoltan",702293,2002-10-01 00:00:00,2672,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,26.08898015,"M","HUN",0
"847",940,"Andreikin, Dmitry",4158814,2002-10-01 00:00:00,2332,"2/5/1990","Ryazan","Russia",54.6167,39.7167,12.65160849,"M","RUS",-37
"848",1103,"Andriasian, Zaven",13302000,2002-10-01 00:00:00,2185,"3/11/1989","Yerevan","Armenia",40.1814,44.5144,13.5578371,"M","ARM",0
"849",1527,"Areshchenko, Alexander",14109530,2002-10-01 00:00:00,2567,"6/15/1986","Luhansk","Ukraine",48.5833,39.3333,16.29568789,"M","UKR",34
"850",1953,"Bacrot, Etienne",605506,2002-10-01 00:00:00,2653,"1/22/1983","Lille","France",50.6278,3.0583,19.69062286,"M","FRA",0
"851",2253,"Balogh, Csaba",718939,2002-10-01 00:00:00,2432,"3/10/1987","Budapest","Hungary",47.4983,19.0408,15.56194,"M","HUN",-9
"852",2419,"Baramidze, David",4667719,2002-10-01 00:00:00,2390,"9/27/1988","Tbilisi","Georgia",41.7225,44.7925,14.00958,"M","GER",39
"853",2678,"Berkes, Ferenc",718572,2002-10-01 00:00:00,2545,"8/8/1985","Baja","Hungary",46.1833,18.9536,17.14716,"M","HUN",38
"854",2849,"Bindrich, Falko",4676670,2002-10-01 00:00:00,2172,"10/17/1990","Zittau","Germany",50.8961,14.8072,11.95619,"M","GER",-9
"855",3116,"Bluvshtein, Mark",2603608,2002-10-01 00:00:00,2449,"4/20/1988","Yaroslavl","Russia",57.6167,39.85,14.44764,"M","CAN",82
"856",3416,"Bruzon Batista, Lazaro",3503739,2002-10-01 00:00:00,2613,"5/2/1982","Holguin","Cuba",20.8872,-76.2631,20.41615,"M","USA",18
"857",3587,"Bu, Xiangzhi",8601445,2002-10-01 00:00:00,2601,"12/10/1985","Qingdao","China",36.1167,120.4,16.80767,"M","CHN",-1
"858",3968,"Carlsen, Magnus",1503014,2002-10-01 00:00:00,2250,"11/30/1990","Tonsberg","Norway",59.2981,10.4236,11.83573,"M","NOR",36
"859",4130,"Caruana, Fabiano",2020009,2002-10-01 00:00:00,2102,"7/30/1992","Miami","United States",25.7839,-80.2102,10.17112,"M","USA",62
"860",4289,"Cordova, Emilio",3801497,2002-10-01 00:00:00,2170,"7/8/1991","Lima","Peru",-12.05,-77.0333,11.2334,"M","PER",-11
"861",4594,"Dao, Thien Hai",12400084,2002-10-01 00:00:00,2547,"5/10/1978",NA,NA,NA,NA,24.39425,"M","VIE",8
"862",5450,"Efimenko, Zahar",14107201,2002-10-01 00:00:00,2567,"7/3/1985","Makiivka","Ukraine",48.0556,37.9611,17.24572,"M","UKR",10
"863",6399,"Gagunashvili, Merab",13601652,2002-10-01 00:00:00,2538,"1/3/1985","Tbilisi","Georgia",41.7225,44.7925,17.74127,"M","GEO",67
